X-One Reference,Amount,Currency,Buy/Sell,Instrument Name,Product Price,Maturity Date,Trade Date,Option Type,Strike,Broker Fees,Broker Fees Ccy,Underlying Name
ELI-973088120,201150,GBP,Sell,EquityFuture,7450,42993,42956,,,,,FTSE
ELI-973088121,9500,GBP,Sell,EquityListedOption,76,43084,42956,P,7000,63,GBP,FTSE
ELI-972849006,3250,GBP,Buy,EquityListedOption,6.5,42993,42955,C,7750,,,FTSE
ELI-972849009,5500,GBP,Sell,EquityListedOption,11,42993,42955,C,7700,,,FTSE
ELI-972849008,9500,GBP,Sell,EquityListedOption,19,42993,42955,C,7650,,,FTSE
ELI-972849011,15500,GBP,Buy,EquityListedOption,31,42993,42955,C,7600,500,GBP,FTSE
ELI-972849007,149800,GBP,Sell,EquityFuture,7490,42993,42955,,,,,FTSE
ELI-972827999,9712.5,GBP,Buy,EquityListedOption,129.5,43028,42955,P,7475,75,GBP,FTSE
ELI-972828000,8512.5,GBP,Buy,EquityListedOption,113.5,43028,42955,C,7475,,,FTSE
ELI-972826325,156870,GBP,Buy,EquityFuture,7470,42993,42955,,,,,FTSE
ELI-972826327,3750,GBP,Buy,EquityListedOption,30,42993,42955,P,7300,62.5,GBP,FTSE
ELI-972826326,937.5,GBP,Sell,EquityListedOption,7.5,42993,42955,P,7000,,,FTSE
ELI-972822897,253980,GBP,Sell,EquityFuture,7470,42993,42955,,,,,FTSE
ELI-972822898,1200,GBP,Buy,EquityListedOption,8,42993,42955,P,7000,,,FTSE
ELI-972822899,6150,GBP,Sell,EquityListedOption,41,42993,42955,P,7350,75,GBP,FTSE
ELI-972822966,322.5,GBP,Sell,EquityListedOption,21.5,43175,42955,P,5800,30,GBP,FTSE
ELI-972822967,120,GBP,Sell,EquityListedOption,8,43175,42955,C,8400,,,FTSE
ELI-972822964,435,GBP,Buy,EquityListedOption,29,43175,42955,P,6000,,,FTSE
ELI-972822965,277.5,GBP,Buy,EquityListedOption,18.5,43175,42955,C,8200,,,FTSE
ELI-972467559,37350,GBP,Sell,EquityFuture,7470,42993,42954,,,,,FTSE
ELI-972467558,2500,GBP,Sell,EquityListedOption,10,42993,42954,P,7000,250,GBP,FTSE
ELI-972467560,1125,GBP,Sell,EquityListedOption,4.5,42993,42954,P,6600,,,FTSE
ELI-972467561,3000,GBP,Buy,EquityListedOption,6,42993,42954,P,6800,,,FTSE
ELI-972416014,134460,GBP,Buy,EquityFuture,7470,42993,42954,,,,,FTSE
ELI-972416015,1062.5,GBP,Sell,EquityListedOption,8.5,42965,42954,P,7300,62.5,GBP,FTSE
ELI-972416013,4437.5,GBP,Buy,EquityListedOption,35.5,42993,42954,P,7300,,,FTSE
ELI-972190366,171350,GBP,Sell,EquityFuture,7450,42993,42951,,,,,FTSE
ELI-972190368,10350,GBP,Sell,EquityListedOption,23,43266,42951,C,8400,,,FTSE
ELI-972190371,35100,GBP,Sell,EquityListedOption,78,43266,42951,P,6100,450,GBP,FTSE
ELI-972187438,767350,GBP,Sell,EquityFuture,7450,42993,42951,,,,,FTSE
ELI-972187439,15250,GBP,Buy,EquityListedOption,61,42993,42951,C,7500,125,GBP,FTSE
ELI-972136602,39500,GBP,Sell,EquityListedOption,79,43084,42951,P,7000,250,GBP,FTSE
ELI-972136600,81000,GBP,Buy,EquityListedOption,162,43175,42951,P,7000,,,FTSE
ELI-972136601,296800,GBP,Buy,EquityFuture,7420,42993,42951,,,,,FTSE
ELI-971854785,963300,GBP,Buy,EquityFuture,7410,42993,42950,,,,,FTSE
ELI-971854784,85000,GBP,Buy,EquityListedOption,170,43266,42950,P,6700,250,GBP,FTSE
ELI-971814174,74100,GBP,Buy,EquityFuture,7410,42993,42950,,,,,FTSE
ELI-971814172,16750,GBP,Buy,EquityListedOption,67,43266,42950,P,6000,,,FTSE
ELI-971814173,8250,GBP,Sell,EquityListedOption,33,43175,42950,P,6000,125,GBP,FTSE
ELI-971806694,356160,GBP,Buy,EquityFuture,7420,42993,42950,,,,,FTSE
ELI-971806693,4375,GBP,Sell,EquityListedOption,17.5,42965,42950,P,7300,,,FTSE
ELI-971806695,10000,GBP,Buy,EquityListedOption,40,42965,42950,P,7400,562.5,GBP,FTSE
ELI-971806664,7500,GBP,Sell,EquityListedOption,20,42965,42950,C,7500,,,FTSE
ELI-971806665,10000,GBP,Buy,EquityListedOption,40,42965,42950,C,7450,,,FTSE
ELI-971794838,37100,GBP,Sell,EquityFuture,7420,42993,42950,,,,,FTSE
ELI-971794837,1250,GBP,Sell,EquityListedOption,5,42993,42950,P,6600,,,FTSE
ELI-971794839,3500,GBP,Buy,EquityListedOption,7,42993,42950,P,6800,,,FTSE
ELI-971794840,3250,GBP,Sell,EquityListedOption,13,42993,42950,P,7000,250,GBP,FTSE
ELI-971785610,7000,GBP,Sell,EquityListedOption,28,42965,42950,P,7300,,,FTSE
ELI-971785608,11125,GBP,Buy,EquityListedOption,44.5,42993,42950,C,7450,125,GBP,FTSE
ELI-971785609,1214400,GBP,Sell,EquityFuture,7360,42993,42950,,,,,FTSE
ELI-971785572,2250,GBP,Sell,EquityListedOption,9,42965,42950,C,7500,125,GBP,FTSE
ELI-971785573,17375,GBP,Buy,EquityListedOption,69.5,42993,42950,P,7300,,,FTSE
ELI-971785571,942080,GBP,Buy,EquityFuture,7360,42993,42950,,,,,FTSE
ELI-971699455,308700,GBP,Buy,EquityFuture,7350,42993,42950,,,,,FTSE
ELI-971699454,117300,GBP,Buy,EquityListedOption,195.5,43084,42950,P,7300,,,FTSE
ELI-971699453,49200,GBP,Sell,EquityListedOption,82,42993,42950,P,7300,300,GBP,FTSE
ELI-971702699,147000,GBP,Sell,EquityFuture,7350,42993,42950,,,,,FTSE
ELI-971702698,7500,GBP,Buy,EquityListedOption,37.5,42993,42950,C,7475,,,FTSE
ELI-971702701,2600,GBP,Sell,EquityListedOption,13,42965,42950,C,7475,100,GBP,FTSE
ELI-971456971,373830,GBP,Sell,EquityFuture,7330,42993,42949,,,,,FTSE
ELI-971456993,11437.5,GBP,Buy,EquityListedOption,91.5,43028,42949,C,7400,62.5,GBP,FTSE
ELI-971419809,183250,GBP,Sell,EquityFuture,7330,42993,42949,,,,,FTSE
ELI-971419808,2437.5,GBP,Sell,EquityListedOption,19.5,42965,42949,P,7200,62.5,GBP,FTSE
ELI-971414029,146800,GBP,Sell,EquityFuture,7340,42993,42949,,,,,FTSE
ELI-963221241,64625,GBP,Sell,EquityListedOption,517,43455,42915,P,7000,62.5,GBP,FTSE
ELI-963221240,416100,GBP,Sell,EquityFuture,7300,42993,42915,,,,,FTSE
ELI-963151900,513800,GBP,Sell,EquityFuture,7340,42993,42915,,,,,FTSE
ELI-963151901,2250,GBP,Sell,EquityListedOption,4.5,42937,42915,P,6800,250,GBP,FTSE
ELI-963151899,4750,GBP,Buy,EquityListedOption,9.5,42937,42915,C,7600,,,FTSE
ELI-963068285,16875,GBP,Sell,EquityListedOption,45,42993,42915,C,7600,,,FTSE
ELI-963068286,29062.5,GBP,Buy,EquityListedOption,77.5,42993,42915,C,7500,187.5,GBP,FTSE
ELI-963068287,301760,GBP,Sell,EquityFuture,7360,42993,42915,,,,,FTSE
ELI-962829945,58640,GBP,Buy,EquityFuture,7330,42993,42914,,,,,FTSE
ELI-962829944,93562.5,GBP,Sell,EquityListedOption,249.5,43084,42914,P,7300,187.5,GBP,FTSE
ELI-962829946,135187.5,GBP,Buy,EquityListedOption,360.5,43175,42914,P,7300,,,FTSE
ELI-962806185,751740,GBP,Sell,EquityFuture,7370,42993,42914,,,,,FTSE
ELI-962806186,48500,GBP,Sell,EquityListedOption,194,43084,42914,P,7200,125,GBP,FTSE
ELI-962800013,256200,GBP,Sell,EquityFuture,7320,42993,42914,,,,,FTSE
ELI-962800016,93250,GBP,Buy,EquityListedOption,186.5,43084,42914,C,7400,250,GBP,FTSE
ELI-962800015,70750,GBP,Sell,EquityListedOption,141.5,43084,42914,C,7500,,,FTSE
ELI-962780059,2756437.5,GBP,Sell,EquityFuture,7350.5,42993,42914,,,,,FTSE
ELI-962780063,2756250,GBP,Sell,EquityFuture,7350,42993,42914,,,,,FTSE
ELI-962780060,84000,GBP,Buy,EquityListedOption,112,42937,42914,C,7350,,,FTSE
ELI-962780061,36750,GBP,Sell,EquityListedOption,49,42937,42914,P,7350,375,GBP,FTSE
ELI-962776494,48500,GBP,Sell,EquityListedOption,194,43084,42914,P,7200,125,GBP,FTSE
ELI-962776495,759110,GBP,Sell,EquityFuture,7370,42993,42914,,,,,FTSE
ELI-962766986,220500,GBP,Sell,EquityFuture,7350,42993,42914,,,,,FTSE
ELI-962766987,42875,GBP,Sell,EquityListedOption,171.5,43084,42914,P,7100,187.5,GBP,FTSE
ELI-962766988,27375,GBP,Buy,EquityListedOption,73,43084,42914,P,6600,,,FTSE
ELI-962331740,4500,GBP,Buy,EquityListedOption,9,42937,42913,C,7650,,,FTSE
ELI-962331741,6625,GBP,Sell,EquityListedOption,26.5,42937,42913,C,7550,187.5,GBP,FTSE
ELI-962331739,95680,GBP,Buy,EquityFuture,7360,42993,42913,,,,,FTSE
ELI-962323234,700150,GBP,Buy,EquityFuture,7370,42993,42913,,,,,FTSE
ELI-962323233,4875,GBP,Sell,EquityListedOption,39,42937,42913,C,7500,,,FTSE
ELI-962323232,2125,GBP,Sell,EquityListedOption,8.5,42937,42913,P,7000,,,FTSE
ELI-962323235,8500,GBP,Buy,EquityListedOption,34,42937,42913,P,7300,156.25,GBP,FTSE
ELI-962025963,185250,GBP,Sell,EquityFuture,7410,42993,42912,,,,,FTSE
ELI-962025965,32750,GBP,Buy,EquityListedOption,65.5,42965,42912,C,7500,312.5,GBP,FTSE
ELI-962025964,24000,GBP,Sell,EquityListedOption,32,42965,42912,C,7600,,,FTSE
ELI-961990428,16125,GBP,Sell,EquityListedOption,64.5,42965,42912,C,7500,125,GBP,FTSE
ELI-961990427,688200,GBP,Buy,EquityFuture,7400,42993,42912,,,,,FTSE
ELI-961976432,16250,GBP,Sell,EquityListedOption,65,42965,42912,C,7500,125,GBP,FTSE
ELI-961976431,688200,GBP,Buy,EquityFuture,7400,42993,42912,,,,,FTSE
ELI-961713576,499800,GBP,Buy,EquityFuture,7350,42993,42909,,,,,FTSE
ELI-961713578,1750,GBP,Sell,EquityListedOption,7,42993,42909,C,7900,,,FTSE
ELI-961713577,13875,GBP,Sell,EquityListedOption,55.5,42993,42909,P,7000,,,FTSE
ELI-961713579,32375,GBP,Buy,EquityListedOption,129.5,42993,42909,P,7300,187.5,GBP,FTSE
ELI-961689324,220200,GBP,Sell,EquityFuture,7340,42993,42909,,,,,FTSE
ELI-961689329,73412.5,GBP,Buy,EquityListedOption,419.5,43175,42909,C,7100,175,GBP,FTSE
ELI-961689330,49612.5,GBP,Buy,EquityListedOption,283.5,43175,42909,P,7100,,,FTSE
ELI-961664292,1027600,GBP,Sell,EquityFuture,7340,42993,42909,,,,,FTSE
ELI-961664290,42750,GBP,Buy,EquityListedOption,57,42993,42909,P,7000,,,FTSE
ELI-961664291,100000,GBP,Sell,EquityListedOption,200,42993,42909,P,7450,312.5,GBP,FTSE
ELI-961664362,425720,GBP,Buy,EquityFuture,7340,42993,42909,,,,,FTSE
ELI-961664361,32625,GBP,Buy,EquityListedOption,130.5,42993,42909,P,7300,125,GBP,FTSE
ELI-961664360,13625,GBP,Sell,EquityListedOption,54.5,42993,42909,P,7000,,,FTSE
ELI-961653137,33375,GBP,Sell,EquityListedOption,133.5,42993,42909,P,7300,125,GBP,FTSE
ELI-961653136,808500,GBP,Sell,EquityFuture,7350,42993,42909,,,,,FTSE
ELI-961404767,1104000,GBP,Sell,EquityFuture,7360,42993,42908,,,,,FTSE
ELI-961405039,574080,GBP,Sell,EquityFuture,7360,42993,42908,,,,,FTSE
ELI-961405040,83000,GBP,Sell,EquityListedOption,332,43455,42908,P,6500,125,GBP,FTSE
ELI-961400750,1324800,GBP,Buy,EquityFuture,7360,42993,42908,,,,,FTSE
ELI-961400751,43000,GBP,Sell,EquityListedOption,86,42993,42908,C,7500,250,GBP,FTSE
ELI-961334910,367000,GBP,Buy,EquityFuture,7340,42993,42908,,,,,FTSE
ELI-961334909,29000,GBP,Sell,EquityListedOption,29,43084,42908,P,6000,,,FTSE
ELI-961334908,100000,GBP,Buy,EquityListedOption,100,43084,42908,P,6800,,,FTSE
ELI-961334911,10500,GBP,Buy,EquityListedOption,10.5,42993,42908,P,6000,,,FTSE
ELI-961334912,32000,GBP,Sell,EquityListedOption,32,42993,42908,P,6800,1000,GBP,FTSE
ELI-961331143,1240460,GBP,Sell,EquityFuture,7340,42993,42908,,,,,FTSE
ELI-961331144,53812.5,GBP,Sell,EquityListedOption,143.5,42993,42908,P,7300,187.5,GBP,FTSE
ELI-961329731,330750,GBP,Buy,EquityFuture,7350,42993,42908,,,,,FTSE
ELI-961329733,7250,GBP,Sell,EquityListedOption,29,42937,42908,C,7550,125,GBP,FTSE
ELI-961329732,1625,GBP,Buy,EquityListedOption,6.5,42937,42908,C,7700,,,FTSE
ELI-961330336,470400,GBP,Sell,EquityFuture,7350,42993,42908,,,,,FTSE
ELI-961330338,5312.5,GBP,Buy,EquityListedOption,42.5,42937,42908,C,7500,63,GBP,FTSE
ELI-961330337,9937.5,GBP,Sell,EquityListedOption,79.5,43084,42908,P,6600,,,FTSE
ELI-961055524,1827800,GBP,Buy,EquityFuture,7400,42993,42907,,,,,FTSE
ELI-961055525,38025,GBP,Buy,EquityListedOption,58.5,42937,42907,P,7400,325,GBP,FTSE
ELI-961053711,1875,GBP,Buy,EquityListedOption,7.5,42937,42907,C,7700,,,FTSE
ELI-961053710,429200,GBP,Buy,EquityFuture,7400,42993,42907,,,,,FTSE
ELI-961053712,9875,GBP,Sell,EquityListedOption,39.5,42937,42907,C,7550,125,GBP,FTSE
ELI-960993443,775950,GBP,Buy,EquityFuture,7390,42993,42907,,,,,FTSE
ELI-960993444,8500,GBP,Sell,EquityListedOption,34,42965,42907,C,7600,,,FTSE
ELI-960993442,10500,GBP,Buy,EquityListedOption,42,42965,42907,P,7100,125,GBP,FTSE
ELI-960987846,1776000,GBP,Buy,EquityFuture,7400,42993,42907,,,,,FTSE
ELI-960987847,57750,GBP,Buy,EquityListedOption,115.5,42965,42907,P,7400,250,GBP,FTSE
ELI-960977357,8875,GBP,Sell,EquityListedOption,35.5,42937,42907,C,7550,125,GBP,FTSE
ELI-960977356,18625,GBP,Buy,EquityListedOption,74.5,42993,42907,C,7550,,,FTSE
ELI-960977360,59120,GBP,Sell,EquityFuture,7390,42993,42907,,,,,FTSE
ELI-960975030,354720,GBP,Sell,EquityFuture,7390,42993,42907,,,,,FTSE
ELI-960975031,3125,GBP,Buy,EquityListedOption,12.5,42937,42907,P,7000,,,FTSE
ELI-960975032,10000,GBP,Sell,EquityListedOption,40,42937,42907,P,7300,125,GBP,FTSE
ELI-960975800,4000,GBP,Buy,EquityListedOption,32,42993,42907,P,6800,,,FTSE
ELI-960975799,11375,GBP,Sell,EquityListedOption,91,42993,42907,P,7200,62.5,GBP,FTSE
ELI-960975797,184750,GBP,Sell,EquityFuture,7390,42993,42907,,,,,FTSE
ELI-960700231,579540,GBP,Sell,EquityFuture,7430,42993,42906,,,,,FTSE
ELI-960700232,85000,GBP,Sell,EquityListedOption,340,43455,42906,P,6600,125,GBP,FTSE
ELI-960624468,425600,EUR,Sell,EquityFuture,5320,42937,42906,,,,,CAC40_X
ELI-960624466,25500,EUR,Sell,EquityListedOption,51,42993,42906,C,5500,375,EUR,CAC40_X
ELI-960624467,29000,EUR,Buy,EquityListedOption,29,42965,42906,C,5500,,,CAC40_X
ELI-960363824,522200,GBP,Sell,EquityFuture,7460,42993,42905,,,,,FTSE
ELI-960363825,6250,GBP,Buy,EquityListedOption,12.5,42937,42905,C,7700,250,GBP,FTSE
ELI-960339330,84960,EUR,Buy,EquityFuture,5310,42937,42905,,,,,CAC40_X
ELI-960339331,29200,EUR,Sell,EquityListedOption,146,43084,42905,C,5400,,,CAC40_X
ELI-960339332,10600,EUR,Buy,EquityListedOption,53,42965,42905,C,5400,100,EUR,CAC40_X
ELI-960337485,42480,EUR,Buy,EquityFuture,5310,42937,42905,,,,,CAC40_X
ELI-960337486,14600,EUR,Sell,EquityListedOption,146,43084,42905,C,5400,,,CAC40_X
ELI-960337487,5300,EUR,Buy,EquityListedOption,53,42965,42905,C,5400,50,EUR,CAC40_X
ELI-960335316,42480,EUR,Buy,EquityFuture,5310,42937,42905,,,,,CAC40_X
ELI-960335315,14600,EUR,Sell,EquityListedOption,146,43084,42905,C,5400,,,CAC40_X
ELI-960335317,5300,EUR,Buy,EquityListedOption,53,42965,42905,C,5400,50,EUR,CAC40_X
ELI-960331137,42480,EUR,Buy,EquityFuture,5310,42937,42905,,,,,CAC40_X
ELI-960331138,14600,EUR,Sell,EquityListedOption,146,43084,42905,C,5400,,,CAC40_X
ELI-960331136,5300,EUR,Buy,EquityListedOption,53,42965,42905,C,5400,50,EUR,CAC40_X
ELI-959907087,1439100,GBP,Buy,EquityFuture,7380,42993,42902,,,,,FTSE
ELI-959907089,27000,GBP,Sell,EquityListedOption,54,42937,42902,C,7500,250,GBP,FTSE
ELI-959875667,975480,GBP,Sell,EquityFuture,7390,42993,42902,,,,,FTSE
ELI-959875668,20625,GBP,Sell,EquityListedOption,37.5,42937,42902,P,7300,275,GBP,FTSE
ELI-959876720,1478000,GBP,Buy,EquityFuture,7390,42993,42902,,,,,FTSE
ELI-959876718,18600,GBP,Sell,EquityListedOption,46.5,42937,42902,C,7525,,,FTSE
ELI-959876719,9600,GBP,Buy,EquityListedOption,12,42937,42902,P,7000,300,GBP,FTSE
ELI-959388471,88760,EUR,Sell,EquityFuture,12680,42902,42901,,,,,DAX_X
ELI-959388472,50400,EUR,Buy,EquityListedOption,50.4,42937,42901,P,12000,,,DAX_X
ELI-959388473,66900,EUR,Sell,EquityListedOption,133.8,42937,42901,P,12500,375,EUR,DAX_X
ELI-959011862,756490,GBP,Sell,EquityFuture,7490,42902,42900,,,,,FTSE
ELI-959011863,27225,GBP,Buy,EquityListedOption,121,42993,42900,C,7500,112.5,GBP,FTSE
ELI-958986102,158340,GBP,Buy,EquityFuture,7540,42902,42900,,,,,FTSE
ELI-958986103,13725,GBP,Buy,EquityListedOption,91.5,43084,42900,P,6800,,,FTSE
ELI-958986101,38550,GBP,Sell,EquityListedOption,128.5,43084,42900,P,7000,,,FTSE
ELI-958986100,37275,GBP,Buy,EquityListedOption,248.5,43084,42900,P,7400,150,GBP,FTSE
ELI-958985486,142010,EUR,Buy,EquityFuture,12910,42902,42900,,,,,DAX_X
ELI-958985485,3250,EUR,Buy,EquityListedOption,6.5,42902,42900,C,13050,,,DAX_X
ELI-958985487,7500,EUR,Sell,EquityListedOption,15,42902,42900,C,13000,250,EUR,DAX_X
ELI-958981443,128010,GBP,Buy,EquityFuture,7530,42902,42900,,,,,FTSE
ELI-958981442,56250,GBP,Sell,EquityListedOption,150,43084,42900,P,7100,,,FTSE
ELI-958981444,72750,GBP,Buy,EquityListedOption,291,43084,42900,P,7500,156.25,GBP,FTSE
ELI-958980004,226200,GBP,Sell,EquityFuture,7540,42902,42900,,,,,FTSE
ELI-958980012,6625,GBP,Sell,EquityListedOption,26.5,42937,42900,P,7300,125,GBP,FTSE
ELI-958980002,2250,GBP,Buy,EquityListedOption,9,42937,42900,P,7000,,,FTSE
ELI-958912969,477405,EUR,Sell,EquityFuture,5304.5,42902,42900,,,45,EUR,CAC40_X
ELI-958912968,476640,EUR,Buy,EquityFuture,5296,42937,42900,,,,,CAC40_X
ELI-958909782,358960,EUR,Buy,EquityFuture,12820,42902,42900,,,,,DAX_X
ELI-958909783,65000,EUR,Buy,EquityListedOption,65,42965,42900,P,12000,500,EUR,DAX_X
ELI-958900394,100,GBP,Sell,EquityListedOption,0.5,42902,42900,C,7650,,,FTSE
ELI-958900393,2800,GBP,Buy,EquityListedOption,28,42902,42900,C,7500,75,GBP,FTSE
ELI-958900392,390520,GBP,Sell,EquityFuture,7510,42902,42900,,,,,FTSE
ELI-958606113,217790,GBP,Buy,EquityFuture,7510,42902,42899,,,,,FTSE
ELI-958606115,2687.5,GBP,Buy,EquityListedOption,21.5,42902,42899,P,7500,63,GBP,FTSE
ELI-958606112,875,GBP,Sell,EquityListedOption,7,42902,42899,P,7450,,,FTSE
ELI-958595422,67500,GBP,Sell,EquityListedOption,135,42993,42899,C,7500,250,GBP,FTSE
ELI-958595421,1727300,GBP,Buy,EquityFuture,7510,42902,42899,,,,,FTSE
ELI-958546917,278780,EUR,Buy,EquityFuture,5260,42902,42899,,,,,CAC40_X
ELI-958546918,24000,EUR,Buy,EquityListedOption,96,42965,42899,P,5200,,,CAC40_X
ELI-958546919,2125,EUR,Sell,EquityListedOption,8.5,42902,42899,P,5200,125,EUR,CAC40_X
ELI-958221124,210280,GBP,Buy,EquityFuture,7510,42902,42898,,,,,FTSE
ELI-958221123,6750,GBP,Sell,EquityListedOption,27,42902,42898,P,7500,,,FTSE
ELI-958221125,9750,GBP,Buy,EquityListedOption,39,42902,42898,P,7525,125,GBP,FTSE
ELI-958220885,127000,EUR,Sell,EquityFuture,12700,42902,42898,,,,,DAX_X
ELI-958220883,19050,EUR,Sell,EquityListedOption,76.2,42902,42898,P,12700,125,EUR,DAX_X
ELI-958220884,10175,EUR,Buy,EquityListedOption,40.7,42902,42898,P,12600,,,DAX_X
ELI-958164409,211200,EUR,Sell,EquityFuture,5280,42902,42898,,,,,CAC40_X
ELI-958164411,78000,EUR,Buy,EquityListedOption,39,42993,42898,P,4800,,,CAC40_X
ELI-958164410,92500,EUR,Sell,EquityListedOption,92.5,42993,42898,P,5100,750,EUR,CAC40_X
ELI-958164735,337500,GBP,Sell,EquityFuture,7500,42902,42898,,,,,FTSE
ELI-958164743,3250,GBP,Sell,EquityListedOption,6.5,42902,42898,P,7375,,,FTSE
ELI-958164736,9500,GBP,Buy,EquityListedOption,9.5,42902,42898,P,7400,,,FTSE
ELI-958164737,9500,GBP,Sell,EquityListedOption,19,42902,42898,P,7450,500,GBP,FTSE
ELI-957887303,37450,GBP,Sell,EquityFuture,7490,42902,42895,,,,,FTSE
ELI-957887301,158500,GBP,Buy,EquityListedOption,317,43084,42895,P,7500,,,FTSE
ELI-957887302,98250,GBP,Sell,EquityListedOption,196.5,42993,42895,P,7500,250,GBP,FTSE
ELI-957877371,897600,GBP,Buy,EquityFuture,7480,42902,42895,,,,,FTSE
ELI-957877370,133125,GBP,Buy,EquityListedOption,355,43455,42895,P,6600,187.5,GBP,FTSE
ELI-957821857,2580600,GBP,Buy,EquityFuture,7480,42902,42895,,,,,FTSE
ELI-957821858,93750,GBP,Buy,EquityListedOption,125,42965,42895,P,7400,375,GBP,FTSE
ELI-957821742,994840,GBP,Buy,EquityFuture,7480,42902,42895,,,,,FTSE
ELI-957821743,26500,GBP,Buy,EquityListedOption,106,42937,42895,P,7500,125,GBP,FTSE
ELI-957576095,864200,GBP,Buy,EquityFuture,7450,42902,42894,,,,,FTSE
ELI-957576096,55412.5,GBP,Buy,EquityListedOption,71.5,43084,42894,P,6500,387.5,GBP,FTSE
ELI-957542616,33000,GBP,Buy,EquityListedOption,33,43084,42894,P,6000,500,GBP,FTSE
ELI-957542615,522900,GBP,Buy,EquityFuture,7470,42902,42894,,,,,FTSE
ELI-957517542,3698500,GBP,Buy,EquityFuture,7397,42993,42894,,,,,FTSE
ELI-957517540,3698250,GBP,Buy,EquityFuture,7396.5,42993,42894,,,,,FTSE
ELI-957517543,7460000,GBP,Sell,EquityFuture,7460,42902,42894,,,500,GBP,FTSE
ELI-957516860,3750000,GBP,Buy,EquityFuture,7500,42902,42894,,,,,FTSE
ELI-957516859,105250,GBP,Sell,EquityListedOption,210.5,43084,42894,C,7500,,,FTSE
ELI-957516861,157750,GBP,Buy,EquityListedOption,315.5,43084,42894,P,7500,250,GBP,FTSE
ELI-957495103,36500,GBP,Buy,EquityListedOption,73,42937,42894,P,7400,250,GBP,FTSE
ELI-957495102,1419300,GBP,Buy,EquityFuture,7470,42902,42894,,,,,FTSE
ELI-957409503,583440,GBP,Buy,EquityFuture,7480,42902,42894,,,,,FTSE
ELI-957409502,6500,GBP,Sell,EquityListedOption,26,42902,42894,C,7550,125,GBP,FTSE
ELI-957413847,37400,GBP,Buy,EquityFuture,7480,42902,42894,,,,,FTSE
ELI-957413843,3500,GBP,Sell,EquityListedOption,14,42902,42894,P,7300,,,FTSE
ELI-957413844,3375,GBP,Sell,EquityListedOption,13.5,42902,42894,P,7300,,,FTSE
ELI-957413846,7625,GBP,Buy,EquityListedOption,30.5,42902,42894,P,7400,187.5,GBP,FTSE
ELI-957217305,283860,GBP,Buy,EquityFuture,7470,42902,42893,,,,,FTSE
ELI-957217309,256687.5,GBP,Buy,EquityListedOption,684.5,43455,42893,P,7400,,,FTSE
ELI-957217308,149062.5,GBP,Buy,EquityListedOption,397.5,43455,42893,C,7400,375,GBP,FTSE
ELI-957181640,1320000,EUR,Buy,EquityFuture,5280,42902,42893,,,,,CAC40_X
ELI-957181643,20650,EUR,Buy,EquityListedOption,165.2,42993,42893,P,5300,125,EUR,CAC40_X
ELI-957181646,20662.5,EUR,Buy,EquityListedOption,165.3,42993,42893,P,5300,,,CAC40_X
ELI-957181641,33250,EUR,Sell,EquityListedOption,133,42993,42893,C,5300,,,CAC40_X
ELI-957167044,2630500,EUR,Sell,EquityFuture,5261,42937,42893,,,,,CAC40_X
ELI-957167042,5270000,EUR,Buy,EquityFuture,5270,42902,42893,,,500,EUR,CAC40_X
ELI-957167043,2630250,EUR,Sell,EquityFuture,5260.5,42937,42893,,,,,CAC40_X
ELI-957166972,7490000,GBP,Sell,EquityFuture,7490,42902,42893,,,500,GBP,FTSE
ELI-957166974,3713500,GBP,Buy,EquityFuture,7427,42993,42893,,,,,FTSE
ELI-957166973,3713250,GBP,Buy,EquityFuture,7426.5,42993,42893,,,,,FTSE
ELI-957125474,254600,EUR,Sell,EquityFuture,12730,42902,42893,,,,,DAX_X
ELI-957125477,17375,EUR,Buy,EquityListedOption,69.5,42902,42893,C,12800,125,EUR,DAX_X
ELI-957152928,247500,GBP,Buy,EquityFuture,7500,42902,42893,,,,,FTSE
ELI-957152929,4125,GBP,Buy,EquityListedOption,16.5,42993,42893,P,6400,,,FTSE
ELI-957152926,7750,GBP,Sell,EquityListedOption,31,42993,42893,P,6700,,,FTSE
ELI-957152925,15375,GBP,Sell,EquityListedOption,61.5,42993,42893,P,7000,,,FTSE
ELI-957152927,31750,GBP,Buy,EquityListedOption,127,42993,42893,P,7300,250,GBP,FTSE
ELI-957148560,165000,GBP,Buy,EquityFuture,7500,42902,42893,,,,,FTSE
ELI-957148561,15125,GBP,Sell,EquityListedOption,60.5,42937,42893,P,7400,125,GBP,FTSE
ELI-957148559,38000,GBP,Buy,EquityListedOption,152,42993,42893,P,7400,,,FTSE
ELI-957148583,976300,GBP,Sell,EquityFuture,7510,42902,42893,,,,,FTSE
ELI-957148584,16000,GBP,Buy,EquityListedOption,64,42902,42893,C,7500,125,GBP,FTSE
ELI-957085199,579810,GBP,Sell,EquityFuture,7530,42902,42893,,,,,FTSE
ELI-957085200,15125,GBP,Sell,EquityListedOption,60.5,42937,42893,P,7400,125,GBP,FTSE
ELI-957085134,3750000,GBP,Sell,EquityFuture,7500,42902,42893,,,,,FTSE
ELI-957085132,51250,GBP,Buy,EquityListedOption,205,42937,42893,C,7500,,,FTSE
ELI-957085131,51375,GBP,Buy,EquityListedOption,205.5,42937,42893,C,7500,,,FTSE
ELI-957085133,103000,GBP,Sell,EquityListedOption,206,42937,42893,P,7500,250,GBP,FTSE
ELI-957081892,3750000,GBP,Sell,EquityFuture,7500,42902,42893,,,,,FTSE
