S.No,Outcome,JA_SCORE,FR_SCORE,BWA_SCORE,GESAMT_SCORE,krf,PD,Ertrag_marge,start_EAD,LGD_rest_Ecosfera_avg,LGD_12_Ecosfera,bonitaetsindex,std_krediturteil,VC_umsatz,default,v_verlust_aug,verlust,A_FLAG_NEUGESCHAEFT,EIP_BLANKO,EIP_PBLANKO,EIP_BSG,EIP_PBSG,EIP_GESAMTENGA,EIP_PROTONEUENGA,EIP_PROTONEUSICHERHEITEN,EIP_EWB,V_VOTIERUNGSDATUM,SRK_LGD_rest_Ecosfera_avg,SRK_LGD_12_Ecosfera
9932,1,0.00562,0.04194,0.00924,0.02,4-,0.0174,898.11,46500,0.0288,0.03154,221,11,17500000,0,0,0,1,53835.16,48033.73,0.7989,0.8166,267758.54,46500,30225,0,15DEC2011:11:11:26.088000,0.000501,0.000549
8196,1,0.1259,0.1265,0.06245,0.0559,7+,0.1101,6869.57,140000,0.03726,0.04598,201,21,5400000,1,0,0,1,17159.33,5699.14,0.9755,0.9801,701125.98,140000,105000,0,12MAR2012:08:14:42.357000,0.004102,0.005063
5135,1,0.00982,0.03029,0.01014,0.02903,3+,0.0069,0,0,0,0,0,0,2450000,0,0,0,0,88371.19,0,0.8707,0,1000000,0,0,0,03FEB2016:11:08:40.651000,0,0
6218,1,0.01242,0.12264,0.14492,0.0258,5,0.0276,11637.87,200000,0.02579,0.03214,168,0,7000000,0,0,0,1,0,0,1.0794,1.0862,2852174.35,200000,158100,0,12AUG2010:10:07:27.911000,0.000712,0.000887
1546,1,0.08532,0.06016,0.01964,0.01992,4-,0.0174,0,0,0,0,126,11,2300000,0,0,0,0,261045.07,0,0.585,0,770000,0,0,0,11SEP2015:12:49:50.702000,0,0
3096,1,0.00588,0.09471,0.0226,0.0431,6,0.0628,2018.19,60000,0.0566,0.09584,203,31,2000000,0,0,0,1,268477.21,0,0.6811,0,841788.95,60000,56000,0,23DEC2013:09:31:23.713000,0.003555,0.006019
7584,1,0.08079,0.23678,0,0.14875,7-,0.1872,0,45000,0.26238,0.28297,226,11,0,0,0,0,1,40500,40500,0.1,0.1,45000,45000,0,0,12JUN2014:15:00:19.054000,0.049118,0.052972
4187,1,0.04174,0.02745,0,0.04019,6,0.0628,108414.04,2693000,0.0061,0.0061,0,41,1206257319.11,0,0,0,1,5807751.27,5807751.27,0,0,5807751.27,0,0,0,12OCT2015:15:08:36.225000,0.000383,0.000383
9965,1,0.01134,0.02507,0.05844,0.02867,5,0.0276,4611.99,109000,0.05774,0.06151,218,0,215000000,0,0,0,1,544125.41,544125.41,0.739,0.739,2084615.46,109000,76300,0,16MAR2012:11:48:12.074000,0.001594,0.001698
9895,1,0.00681,0.09334,0.06459,0.05385,6-,0.0834,0,0,0,0,0,0,300000,0,0,0,0,9719.9,0,0.9052,0,102495.57,0,0,0,09DEC2011:14:29:25.753000,0,0
2283,1,0.00927,0.09471,0.11632,0.13651,6,0.0628,9957.48,266500,0.13581,0.15404,190,21,9600000,0,0,0,1,75990,0,0.9373,1,1212553.89,266500,139875,0,02JUN2014:11:19:08.068000,0.008529,0.009674
6048,1,0.04234,0.015,0.01725,0.03919,3-,0.0101,4408.02,84970,0.14926,0.18122,266,1,0,0,0,0,1,40847.19,0,0.8817,0,345207.91,84970,63727.5,0,04APR2016:15:14:26.504000,0.001508,0.00183
2220,1,0.01016,0.09471,0,0.14806,6,0.0628,2942.24,140000,0.10007,0.12065,242,21,0,0,0,0,1,44277.27,0,0.8189,0,310849.32,140000,129412.5,0,17JAN2014:17:44:20.102000,0.006284,0.007577
4401,1,0.02028,0.026,0.05217,0.02237,5+,0.0217,2729.92,61522.48,0.15383,0.15492,285,41,0,0,0,0,1,166581.67,9142.97,0.9028,0.9728,1713916,0,0,0,13MAR2017:09:48:21.070000,0.003338,0.003362
9673,1,0.03553,0.07908,0,0.06533,6-,0.0834,8192.27,322863.73,0.09287,0.1227,213,31,21500000,0,0,0,1,6095079.13,1647333.95,0.4066,0.3925,10271222.03,0,0,0,10FEB2017:10:44:15.785000,0.007745,0.010233
1449,1,0.02936,0.23678,0.02449,0.04436,6,0.0628,4811.46,439500,0.01011,0.01795,241,11,7000000,0,0,0,1,324597.38,324597.38,0.6867,0.6867,1036202.75,439500,307650,0,08DEC2014:11:18:00.203000,0.000635,0.001127
8085,1,0.05531,0.14609,0.06402,0.03961,6,0.0628,0,30000,0.06159,0.0725,201,0,-1,0,0,0,1,46000.22,46000.22,0.8634,0.8634,336676.55,30000,0,0,31MAY2011:09:00:01.318000,0.003868,0.004553
5602,1,0.07712,0.09471,0.01322,0.15149,6,0.0628,7944.88,135000,0.0435,0.04855,187,1,450000,0,0,0,1,18331.39,0,0.8723,0,143579.51,135000,87750,0,08OCT2012:09:44:27.356000,0.002732,0.003049
7150,1,0.03582,0.16638,0.08783,0.09765,5+,0.0217,4269.27,80000,0.04499,0.04965,196,21,2981311.76,0,0,0,1,49575.4,16661.24,0.9477,0.9106,948650.98,80000,60000,0,09FEB2011:16:29:51.960000,0.000976,0.001077
5220,1,0.01086,0.02748,0.01079,0.03072,3-,0.0101,1718.78,22593,0.17575,0.23464,294,0,0,0,0,0,1,83112.7,83112.7,0.8349,0.8349,503347.04,0,0,0,28SEP2016:08:34:44.507000,0.001775,0.00237
7817,1,0.08718,0.12084,0,0.10468,4-,0.0174,6227.17,259000,0.06995,0.11274,226,11,355000,0,0,0,1,28843.96,84353.61,0.9891,0.7367,2656103.97,0,0,0,14APR2016:15:18:40.566000,0.001217,0.001962
2336,1,0.05043,0.12523,0.11184,0.15555,7-,0.1872,32039.03,590000,0.13653,0.17345,166,21,2400000,0,0,0,1,17985,0,0.9702,0,753500,590000,383500,0,05DEC2014:07:30:19.587000,0.025559,0.03247
2077,1,0.01186,0.09471,0.09726,0.10005,6-,0.0834,0,0,0,0,0,21,39059000,0,0,0,0,578593.71,549610.62,0.2727,0.283,1850000,0,0,0,18OCT2012:16:54:59.512000,0,0
3867,1,0.09128,0.04516,0.06531,0.02503,5+,0.0217,3161.11,94000,0.02472,0.03452,295,41,1900000,0,0,0,1,88242.52,55360.85,0.8395,0.7711,549646.07,94000,81000,0,14JAN2013:13:40:14.641000,0.000536,0.000749
5921,1,0.05009,0.0114,0.01151,0.09224,3-,0.0101,0,0,0,0,266,1,1500000,0,0,0,0,46779.48,0,0.7709,0,400000,0,0,0,19MAY2015:12:58:38.225000,0,0
5577,1,0.0575,0.12523,0.04693,0.12674,7,0.1443,5593.84,119960,0.04137,0.05202,187,1,0,0,0,0,1,29585.98,13195.6,0.8992,0.89,293456.89,119960,83972,0,30MAY2012:10:17:41.590000,0.00597,0.007506
1585,1,0.14593,0.06865,0,0.04862,6-,0.0834,0,0,0,0,249,11,5037770,0,0,0,0,214503.3,0,0.5838,0,590000,0,0,0,12JAN2016:14:36:48.914000,0,0
1307,1,0.0213,0.28256,0.01607,0.0548,7+,0.1101,9303.3,141700,0.04324,0.05173,215,11,-2,0,0,0,1,92469.03,0,0.8192,0,511304.91,141700,99190,0,14OCT2013:08:00:12.934000,0.004761,0.005696
9526,1,0.0235,0.04193,0,0.0513,4-,0.0174,0,0,0,0,213,21,0,0,0,0,0,836445.75,836445.75,0.639,0.639,4000000,0,0,0,10DEC2015:10:27:45.532000,0,0
6028,1,0.05394,0.0191,0.02741,0.07595,4-,0.0174,10985.06,702000,0.1081,0.15315,266,1,19864000,0,0,0,1,49267.79,0,0.9305,0,708984.18,702000,518850,0,22FEB2016:14:28:29.265000,0.001881,0.002665
1623,1,0.03348,0.05266,0.01151,0.01251,3-,0.0101,3102.08,90300,0.15406,0.19958,204,11,16000000,0,0,0,1,234217.92,112992.65,0.8659,0.7097,1747193.51,90300,63210,0,14MAR2016:11:57:57.607000,0.001556,0.002016
9352,1,0.01822,0.31308,0.13648,0.18831,7+,0.1101,4258.71,83000,0.19744,0.22328,213,31,1300000,0,0,0,1,0,0,1,1.1701,293913.34,83000,62250,0,19JUN2014:16:07:44.900000,0.021738,0.024584
8591,1,0.09596,0.0266,0,0.01857,4-,0.0174,0,0,0,0,225,21,860388019.94,0,0,0,0,438653.93,0,0.024,0,1349000,0,0,0,20JUL2015:11:05:46.814000,0,0
451,1,0.0628,0.09471,0,0.07844,7-,0.1872,6291.62,124900,0.1427,0.16877,0,0,0,0,0,0,1,86169,86169,0.2159,0.2159,125014.94,124900,0,0,09JAN2014:13:08:23.350000,0.026714,0.031595
783,1,0.00743,0.05668,0.01339,0.0272,5,0.0276,0,0,0,0,257,31,450000,0,0,0,1,0,0,1.0978,1.1296,918284.85,9000,7500,0,07APR2010:07:16:28.140000,0,0
5041,1,0.01597,0.10682,0,0.07611,3-,0.0101,0,0,0,0,195,0,9000000,0,0,0,0,349746.31,0,0.8324,1,2087072.32,0,0,0,11JUN2015:17:09:17.812000,0,0
775,1,0.02091,0.00586,0,0.01354,4+,0.012,0,0,0,0,210,21,9800000,0,0,0,0,0,0,1.1433,1.1433,1250000,0,0,0,22JUN2016:11:59:36.064000,0,0
4412,1,0.06699,0.05668,0,0.03626,6+,0.0473,0,0,0,0,285,41,32193392.64,0,0,0,1,266017.36,188475.27,0.5842,0.5731,639762.95,17800,0,0,23APR2010:14:04:48.409000,0,0
1512,1,0.08862,0.04679,0,0.04942,6-,0.0834,0,0,0,0,208,11,23000000,0,0,0,0,212019.81,0,0.5759,0,770000,0,0,0,05JUN2015:13:48:13.008000,0,0
1416,1,0.08952,0.28256,0.04593,0.06557,7,0.1443,1103.26,40000,0.15201,0.20121,0,11,4600000,0,0,0,1,115167.02,7133.39,0.9155,0.9557,1500000,40000,30000,0,28JUL2014:08:09:55.603000,0.021935,0.029034
9546,1,0.02154,0.05166,0,0.05091,3-,0.0101,7896.21,297000,0.03494,0.06237,213,31,4200000,0,0,0,1,0,0,1.0647,1.1221,2776624.93,297000,0,0,03FEB2016:11:31:37.650000,0.000353,0.00063
7196,1,0.02088,0.16317,0.06743,0.08563,6+,0.0473,2656.75,89000,0.03011,0.0394,196,11,2145000,0,0,0,1,154036.92,0,0.7584,0,637490.46,89000,62300,0,18MAY2011:09:08:46.461000,0.001424,0.001864
475,1,0.05412,0.09471,0.0254,0.06167,7+,0.1101,0,0,0,0,262,31,10500000,0,0,0,0,260830.45,0,0.5993,0,1180000,0,0,0,06MAR2014:14:28:49.331000,0,0
8523,1,0.09637,0.23678,0,0.05614,7+,0.1101,0,0,0,0,225,31,6400000,0,0,0,0,498874.38,498874.38,0.583,0.583,2260000,0,0,0,06JAN2015:14:59:47.084000,0,0
9041,1,0.01663,0.21232,0.10858,0.12147,7+,0.1101,4333.13,130700.2,0.04492,0.05663,241,21,8841496,0,0,0,1,399912.73,208674.1,0.7314,0.8304,1488750.15,130700.2,84955.13,0,24NOV2011:11:46:11.075000,0.004946,0.006235
1425,1,0.07256,0.25204,0.06372,0.06711,7,0.1443,3628.7,143000,0.18385,0.20825,220,11,7063708.77,0,0,0,1,30945.2,30945.2,0.9446,0.9446,559050.65,143000,107250,0,25AUG2014:11:32:52.519000,0.026529,0.030051
8363,1,0.13283,0.22388,0.15625,0.05055,6-,0.0834,2735.48,44034,0.03961,0.04796,201,31,300000,0,0,0,1,89347.56,89347.56,0.7758,0.7758,398555.8,44034,0,0,02SEP2013:15:35:34.073000,0.003303,0.004
1770,1,0.01527,0.04165,0.09052,0.06155,6+,0.0473,0,0,0,0,168,21,395000000,0,0,0,1,617350.33,617350.33,0.6322,0.6322,1678696.62,84370,59059,0,12MAY2010:14:25:55.280000,0,0
7243,1,0.04633,0.16249,0.12884,0.11075,7,0.1443,2919.53,65651.61,0.04432,0.05752,196,41,12418231.05,0,0,0,1,255413.2,60949.83,0.8015,0.7684,2000000,65651.61,36108.39,0,24AUG2011:08:37:46.101000,0.006395,0.008301
9729,1,0.00409,0.03323,0.04693,0.02601,5,0.0276,0,0,0,0,196,11,0,0,0,0,1,718902.89,0,0.4393,0,1282195.4,1027494.78,513747.39,0,17JUN2010:11:16:18.210000,0,0
7796,1,0.04402,0.03175,0,0.03925,3+,0.0069,4323.14,150600,0.11564,0.16341,226,41,1150000,0,0,0,1,16098.18,0,0.9617,0,419979.82,150600,111150,0,03MAR2016:11:19:41.218000,0.000798,0.001128
9107,1,0.00172,0.19353,0.15431,0.12133,6+,0.0473,2688.77,49500,0.03985,0.04803,241,1,0,0,0,0,1,15737.03,6574.91,0.9566,0.9706,362872.34,49500,37125,0,30MAY2012:14:46:54.724000,0.001885,0.002272
1180,1,0.09856,0.25045,0.03711,0.06988,7,0.1443,35488.1,680000,0.03143,0.03945,220,11,6400000,0,0,0,1,108800,108800,0.84,0.84,680000,680000,442000,0,19SEP2012:16:56:02.492000,0.004535,0.005693
6280,1,0.02202,0.1379,0.1931,0.04969,6-,0.0834,1317.17,34565,0.03422,0.04396,168,0,22300000,0,0,0,1,151435.21,0,0.5628,0,400000,34565,22467.25,0,22FEB2011:10:18:28.773000,0.002854,0.003666
4783,1,0.00291,0.19009,0.02166,0.09647,5-,0.0359,9361.34,370000,0.0419,0.04931,247,0,17300000,0,0,0,1,3514391.15,351500,0.4984,0.525,7006735.25,370000,194250,0,22APR2013:10:43:34.513000,0.001504,0.00177
1610,0,0.11503,0.13591,0,0.09339,7-,0.1872,2553.6,28000,0.13754,0.15095,186,11,0,0,0,0,1,51601.18,51601.18,0.3378,0.3378,77919.94,28000,16800,0,10FEB2016:14:15:56.907000,0.025747,0.028258
8415,1,0.05184,0.22979,0.09614,0.05674,7+,0.1101,2611.1,56000,0.18041,0.23022,201,21,-2,0,0,0,1,56793.02,56793.02,0.9411,0.9411,964448.99,56000,36400,0,13FEB2014:10:35:27.710000,0.019863,0.025348
6816,1,0.0628,0.07581,0,0.04046,6,0.0628,28684.98,408480,0.07189,0.12512,168,11,300000,0,0,0,1,270018.77,555103,0.7412,0.3319,1043155.03,0,0,0,10AUG2015:11:29:14.966000,0.004515,0.007858
6203,1,0.0219,0.13938,0.13698,0.04587,6,0.0628,0,0,0,0,168,0,780000,0,0,0,1,444058.16,126506.61,0.4897,0.5331,870112.82,50000,5000,0,01JUL2010:11:03:45.043000,0,0
3047,1,0.00821,0.05642,0.03366,0.03266,5-,0.0359,869.6,20000,0.02653,0.0372,172,31,2000000,0,0,0,1,0,0,1.437,1.5832,725869.99,20000,17150,0,11JUL2013:16:37:26.607000,0.000953,0.001336
241,1,0.0109,0.02321,0.02708,0.01966,4-,0.0174,0,0,0,0,0,0,0,0,0,0,0,64974.95,0,0.8977,0,1400000,0,0,0,25APR2012:13:49:41.070000,0,0
671,1,0.04011,0.02982,0.02971,0.0336,6+,0.0473,0,0,0,0,220,21,7165000,0,0,0,0,69148.58,0,0.719,0,500000,0,0,0,16OCT2015:13:14:51.903000,0,0
2884,1,0.00601,0.04187,0.0348,0.02676,5,0.0276,1098.88,100952,0.02293,0.02338,188,31,57806988.86,0,0,0,1,461922.37,461922.37,0.842,0.842,3060982.96,100952,75714,0,06FEB2012:16:01:16.037000,0.000633,0.000645
4149,1,0.06444,0.09471,0.1304,0.0731,7,0.1443,0,0,0,0,159,41,0,0,0,0,0,0,45830.55,1,0.6475,400000,0,0,0,05MAY2015:17:05:01.996000,0,0
7053,1,0.0085,0.06504,0.05057,0.0265,5,0.0276,0,0,0,0,211,21,2000000,0,0,0,0,67526.46,67526.46,0.825,0.825,385783.32,0,0,0,17MAR2017:11:19:16.477000,0,0
2414,1,0.0628,0.00729,0,0.06137,6+,0.0473,35148.84,713500,0.19812,0.20177,201,21,0,0,0,0,1,285400,0,0.6,0,713500,713500,428100,0,11SEP2015:15:10:16.004000,0.009371,0.009544
6469,1,0.00947,0.18188,0.06596,0.04505,6,0.0628,0,0,0,0,168,1,0,0,0,0,0,131096.87,0,0.5267,0,750000,0,0,0,24JUL2012:09:12:21.407000,0,0
7570,1,0.01827,0.21375,0.06171,0.1019,5,0.0276,5075.95,125000,0.05586,0.06825,210,31,2700000,0,0,0,1,101783.88,64098.22,0.8412,0.871,641078.01,125000,0,0,08MAR2010:10:27:07.805000,0.001542,0.001884
1721,1,0.06983,0.09834,0.03183,0.04119,6,0.0628,10035.11,254896.7,0.03549,0.03837,206,11,1450000,0,0,0,1,0,0,1,1.0783,588725.9,254896.7,167600,0,03JUL2012:09:33:46.428000,0.002229,0.00241
5305,1,0.06021,0.09471,0.07287,0.12671,7+,0.1101,0,0,0,0,187,1,400000,0,0,0,1,0,0,1.3749,1.3749,1406650.93,379425,424956,0,19MAY2010:11:35:50.092000,0,0
7896,1,0.0334,0.05996,0.01935,0.03957,2,0.0048,7776.92,250000,0.02393,0.0452,167,11,310000,0,0,0,1,44800,121777.11,0.8208,0.7619,511500,250000,228000,0,07DEC2016:16:34:03.507000,0.000115,0.000217
2662,1,0.00313,0.05329,0.08713,0.04353,6,0.0628,0,0,0,0,201,31,2596207.24,0,0,0,1,51960.71,0,0.781,0,267266.79,200000,130000,0,14JUN2010:13:44:01.932000,0,0
1118,1,0.02752,0.09622,0.0348,0.02676,5,0.0276,1098.88,100952,0.02293,0.02338,126,11,57806988.86,0,0,0,1,461922.37,461922.37,0.842,0.842,3060982.96,100952,75714,0,06FEB2012:16:01:16.037000,0.000633,0.000645
5242,1,0.06089,0.05737,0.00865,0.06011,5-,0.0359,0,0,0,0,215,0,16000000,0,0,0,0,2587005.16,2587005.16,0.5918,0.5918,7800000,0,0,0,22NOV2016:16:39:21.428000,0,0
7828,1,0.07402,0.0429,0,0.05874,4,0.0144,0,0,0,0,226,41,12500000,0,0,0,0,0,0,1.4056,0,500000,0,0,0,04MAY2016:13:07:16.458000,0,0
166,1,0.05087,0.09471,0.01339,0.05735,7+,0.1101,1972.58,43000,0.03902,0.05116,297,31,0,0,0,0,1,85734.33,40849.85,0.8998,0.9214,855264.83,43000,30100,0,08AUG2011:11:47:28.827000,0.004296,0.005632
6838,1,0.02069,0.04986,0,0.02539,5,0.0276,4767.44,98900,0.13624,0.17043,168,11,4700000,0,0,0,1,47843.46,0,0.8741,0,379879.83,98900,74175,0,01SEP2015:09:22:10.346000,0.00376,0.004704
1614,1,0.13824,0.22743,0,0.07844,7-,0.1872,205.01,4905,0.08378,0.08815,313,11,0,0,0,0,1,1388.56,0,0.8777,0,11355.58,4905,0,0,19FEB2016:15:19:48.687000,0.015683,0.016501
8261,1,0.07176,0.1502,0.09756,0.05196,6-,0.0834,522.49,30000,0.02819,0.02349,201,31,55000000,0,0,0,1,272095.6,146969.05,0.9334,0.9232,4205666.8,30000,22500,0,02NOV2012:13:14:25.513000,0.002351,0.001959
610,1,0.0107,0.09471,0.01353,0.04252,6,0.0628,6310.44,139494.49,0.29582,0.29225,159,21,0,0,0,0,1,134310.95,0,0.7785,0,606498.49,0,0,0,17APR2015:08:37:13.786000,0.018577,0.018353
2322,1,0.03119,0.12523,0.0489,0.13879,7+,0.1101,363.51,55518.4,0.23711,0.07349,207,21,-2,0,0,0,1,85768.4,0,0.7605,0,358183.49,55518.4,0,0,15OCT2014:11:18:37.264000,0.026106,0.008091
4234,1,0.14593,0.02173,0,0.04862,6-,0.0834,0,0,0,0,204,41,5037770,0,0,0,0,214503.3,0,0.5838,0,590000,0,0,0,12JAN2016:14:36:48.914000,0,0
4620,1,0.01393,0.15663,0.01667,0.08636,5-,0.0359,7549.29,297500,0.02915,0.0394,203,0,4000000,0,0,0,1,155048.6,137490.51,0.8656,0.875,1153647.62,297500,187500,0,15NOV2011:14:52:46.118000,0.001046,0.001414
8073,1,0.15853,0.15605,0.15215,0.06517,7,0.1443,0,0,0,0,201,21,44679483.84,0,0,0,0,316564.16,294718.2,0.7723,0.7347,2350000,0,0,0,29APR2011:07:46:19.204000,0,0
6716,1,0.03162,0.28256,0.11644,0.06736,7,0.1443,0,0,0,0,168,11,11600000,0,0,0,0,14588.73,0,0.5802,0,300000,0,0,0,15AUG2014:11:27:51.499000,0,0
447,1,0.00588,0.09471,0.0226,0.0431,6,0.0628,2018.19,60000,0.0566,0.09584,201,21,2000000,0,0,0,1,268477.21,0,0.6811,0,841788.95,60000,56000,0,23DEC2013:09:31:23.713000,0.003555,0.006019
479,1,0.02953,0.09471,0.03634,0.05542,7+,0.1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1540000,0,0,0,14MAR2014:12:39:10.289000,0,0
4938,1,0.03639,0.29782,0.02708,0.17715,7,0.1443,7914.48,250000,0.0061,0.0061,0,0,10000000,0,0,0,1,0,0,1.0868,0,512500,250000,243520,0,25JUN2014:13:26:49.319000,0.00088,0.00088
4059,1,0.12974,0.09471,0,0.07844,7-,0.1872,0,0,0,0,143,41,0,0,0,0,0,0,0,0,0,125000,0,0,0,02JUL2014:15:51:36.911000,0,0
1404,1,0.05152,0.25204,0.00686,0.04,6,0.0628,18481.97,594500,0.12403,0.17053,211,11,275000,0,0,0,1,426061.32,244507.04,0.8175,0.6425,3000000,594500,423875,0,12JUN2014:09:46:07.056000,0.007789,0.010709
10054,1,0.04386,0.05642,0.05481,0.05136,6-,0.0834,5468.56,385325.69,0.02953,0.02389,240,21,19000000,1,0,0,1,117821.59,117821.59,0.8278,0.8278,684110.45,385325.69,240900,0,14MAR2013:15:49:29.956000,0.002463,0.001992
619,1,0.03273,0.09471,0.04686,0.05934,7+,0.1101,574.36,26000,0.15925,0.18213,270,21,2100000,0,0,0,1,28544.25,28544.25,0.936,0.6711,445987.54,26000,14300,0,06MAY2015:11:17:48.928000,0.017534,0.020053
5712,1,0.05535,0.09471,0.02314,0.13568,6-,0.0834,5178.18,150000,0.02608,0.03558,266,1,500000,0,0,0,1,30571.08,69781.08,0.9271,0.8774,569379.72,150000,123100,0,02SEP2013:15:04:44.530000,0.002175,0.002967
284,1,0.02061,0.05668,0.03705,0.03823,6+,0.0473,493.63,68000,0.02819,0.01504,108,11,100000000,0,0,0,1,3231516.03,2541645.87,0.7417,0.7437,32208262.67,68000,51000,0,05JUL2012:09:42:18.259000,0.001333,0.000712
6267,1,0.00554,0.16638,0.08783,0.02481,5+,0.0217,4269.27,80000,0.04499,0.04965,168,0,2981311.76,0,0,0,1,49575.4,16661.24,0.9477,0.9106,948650.98,80000,60000,0,09FEB2011:16:29:51.960000,0.000976,0.001077
8525,1,0.03535,0.2673,0.09747,0.05152,6-,0.0834,2662.99,78000,0.13792,0.17597,225,21,1000000,0,0,0,1,61619.67,0,0.7759,0,274951.85,78000,59176.5,0,16JAN2015:14:27:37.148000,0.011502,0.014676
7383,1,0.04965,0.13687,0.07135,0.08756,6,0.0628,0,297000,0.01578,0.02456,196,21,3800000,0,0,0,1,107244.88,107244.88,0.9039,0.9039,1116412.04,297000,237600,0,13NOV2012:12:14:36.954000,0.000991,0.001542
236,1,0.01287,0.04187,0.0347,0.02928,5-,0.0359,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1198568.8,0,0,0,09FEB2012:13:19:39.214000,0,0
2379,1,0.00717,0.12523,0,0.15291,6-,0.0834,3757.49,109100,0.11297,0.15763,0,21,0,0,0,0,1,6546,0,0.9797,0,321916,109100,81825,0,21APR2015:09:54:47.898000,0.009421,0.013147
6228,1,0.01712,0.09622,0.08321,0.03393,6+,0.0473,0,0,0,0,168,0,3623719.86,0,0,0,0,74482.48,0,0.899,1,737329.74,0,0,0,27JAN2010:10:00:51.622000,0,0
6051,1,0.08718,0.01863,0,0.10468,4-,0.0174,6227.17,259000,0.06995,0.11274,266,1,355000,0,0,0,1,28843.96,84353.61,0.9891,0.7367,2656103.97,0,0,0,14APR2016:15:18:40.566000,0.001217,0.001962
8494,1,0.03773,0.25204,0.07438,0.04203,6,0.0628,715.02,24589.67,0.13709,0.15624,225,21,0,0,0,0,1,128193.03,0,0.5617,0,292487.28,24589.67,15983.29,0,12SEP2014:10:47:05.100000,0.008609,0.009812
55,1,0.01891,0.05651,0.02873,0.03538,6+,0.0473,9119.48,270000,0.03686,0.05031,232,21,1600000,0,0,0,1,111627.08,111627.08,0.9018,0.9018,1250000,270000,189000,0,05OCT2010:14:42:31.942000,0.001743,0.00238
7900,1,0.05978,0.02612,0.05939,0.04721,5-,0.0359,0,0,0,0,167,11,5300000,0,0,0,0,0,0,0,0,330000,0,0,0,07DEC2016:15:22:13.725000,0,0
4179,1,0.07394,0.09471,0,0.06193,7+,0.1101,0,0,0,0,182,41,5571109.9,0,0,0,0,0,0,0,0,300000,0,0,0,25NOV2015:11:34:16.329000,0,0
7609,1,0.11005,0.2673,0.12022,0.17088,7,0.1443,928.31,53100,0.15651,0.17694,226,21,3200,0,0,0,1,207931.63,168574.68,0.7683,0.7705,882320.36,53100,38350,0,01SEP2014:10:49:43.248000,0.022585,0.025532
3878,1,0.08253,0.07985,0.08583,0.04877,6-,0.0834,0,0,0,0,208,41,23000000,0,0,0,0,80980.54,0,0.6113,0,208322.49,0,0,0,20FEB2013:15:02:41.326000,0,0
9305,1,0.05412,0.2673,0.05716,0.14295,7+,0.1101,0,0,0,0,262,31,10500000,0,0,0,0,260830.45,0,0.5993,0,1180000,0,0,0,06MAR2014:14:28:49.331000,0,0
309,1,0.01479,0.05244,0.00924,0.02728,5,0.0276,758.83,36500,0.03439,0.04401,222,21,2750000,0,0,0,1,7877.6,7877.6,0.9735,0.9652,296855.34,36500,27375,0,18OCT2012:09:34:21.044000,0.000949,0.001215
7351,1,0.03348,0.17549,0.10517,0.10467,5,0.0276,0,0,0,0,196,21,720000,0,0,0,0,26210.4,0,0.8615,0,400000,0,0,0,11JUL2012:11:12:36.875000,0,0
2808,1,0.07599,0.06655,0.11696,0.08315,7-,0.1872,125297.7,4996400,0.02551,0.03713,259,31,8844272,0,0,0,1,2949465.34,2949465.34,0.6576,0.6576,8896397,4996400,3468864,0,08JUL2011:13:04:34.554000,0.004775,0.006952
111,1,0.00681,0.04187,0.00924,0.02041,4-,0.0174,0,0,0,0,206,21,3000000,0,0,0,0,220495.18,121781.19,0.6081,0.6462,1000000,0,0,0,03MAY2011:10:35:37.868000,0,0
7581,1,0.0504,0.23678,0.11632,0.13651,6,0.0628,9957.48,266500,0.13581,0.15404,226,21,9600000,0,0,0,1,75990,0,0.9373,1,1212553.89,266500,139875,0,02JUN2014:11:19:08.068000,0.008529,0.009674
8566,1,0.05189,0.2673,0.13327,0.05934,7+,0.1101,574.36,26000,0.15925,0.18213,225,31,2100000,0,0,0,1,28544.25,28544.25,0.936,0.6711,445987.54,26000,14300,0,06MAY2015:11:17:48.928000,0.017534,0.020053
4601,1,0.03575,0.20731,0.03749,0.12165,6-,0.0834,4874.01,67000,0.04205,0.05257,251,0,1160282,0,0,0,1,19092.44,0,0.9363,0,299583.61,67000,46900,0,11OCT2011:08:35:28.535000,0.003507,0.004384
6758,1,0.01505,0.23678,0.14766,0.05618,7+,0.1101,72698.1,1015126,0.19911,0.20191,168,11,47555000,0,0,0,1,1300327.94,406050.4,0.404,0.6,2181716.98,0,0,0,25FEB2015:09:41:16.990000,0.021922,0.022231
6377,1,0.02043,0.2522,0.07049,0.05673,7+,0.1101,12507.57,195000,0.04657,0.05519,168,0,2050000,0,0,0,1,96240.62,96240.62,0.5556,0.5556,275000,195000,75500,0,26OCT2011:08:58:17.764000,0.005127,0.006077
4116,1,0.10323,0.09471,0,0.07844,7-,0.1872,6147.01,120640,0.1777,0.19867,143,41,0,0,0,0,1,0,41342.42,1,0.8485,272825.03,0,0,0,29JAN2015:12:31:13.195000,0.033265,0.037191
5850,1,0.05699,0.09471,0.02807,0.13519,6-,0.0834,2304.17,55240.2,0.12435,0.18374,266,1,2150000,0,0,0,1,110995.67,0,0.8346,0,671266.55,61340.2,46005.15,0,02OCT2014:10:27:42.632000,0.01037,0.015324
